seg_id,time_to_failure
seg_06bbc5,1931.5973513118552
seg_06d4a2,1982.1508451180755
seg_06d7ba,3090.162805064192
seg_070bb0,2800.1936233515808
seg_071067,1994.5716938116539
seg_073696,936.9122620814705
seg_075340,2350.3314354785143
seg_075f77,1289.4083856065606
seg_0775a7,2753.3865371066713
seg_077b7e,1784.1331532803547
seg_079e34,2259.2021359016862
seg_07c815,3005.365429700073
seg_07cd72,3933.5742442183064
seg_07f37c,1176.2948343531414
seg_07f8df,1393.4222088759198
seg_07fc6d,1717.561706347325
seg_086a61,1239.086901710362
seg_0870ab,1642.3096832107024
seg_0879a8,2284.4310167968215
seg_08b136,1705.1089620265582
seg_08f441,1519.812773349279
seg_08fd5b,2737.59076168933
seg_091c9d,924.1714542915668
seg_093a0a,1478.170825789204
seg_0968f1,1730.1881316010983
seg_0981f3,1868.7255574677124
seg_09dd59,1012.600874769221
seg_09ed4e,773.2830181961592
seg_09f0ff,4352.581240206847
seg_0a0fbb,1163.6478307580794
seg_0a1bd0,1755.1904563520582
seg_0a42ba,1050.3975338819246
seg_0a45a1,2552.1422102949227
seg_0a97c4,1000.0773165908391
seg_0aa0fb,811.2241092383501
seg_0b07c7,2750.657410491228
seg_0b082e,1315.1388687811063
seg_0b32f7,1415.2568308640932
seg_0b3b94,2838.5517126591276
seg_0b48c4,2699.7016534659506
seg_0b4b24,1557.5251165117072
seg_0b54ac,1453.3922872671133
seg_0b76f5,2217.9924322948827
seg_0b9ad8,1705.3978654606863
seg_0b9ba3,2561.4283925684995
seg_0ba210,1138.3453768339118
seg_0ba585,3874.1924183057163
seg_0bb5fd,1226.3838318434753
seg_0bc877,1679.583507268098
seg_0be6ee,1780.4429014380771
seg_0c12cc,2120.625483995569
seg_0c1d3a,2485.7973844390526
seg_0c247b,1025.5046763865785
seg_0c3943,1478.3081455449421
seg_0c4e31,2775.1225789840255
seg_0c74cf,1884.3863865077572
seg_0c8502,1214.3296045999423
seg_0c89ce,1743.0294297256758
seg_0c9aa8,937.0811499327889
seg_0cb81b,1478.2752460298375
seg_0cca14,2425.8054342626665
seg_0cdcc8,2347.1740869297464
seg_0cf651,3017.656286808371
seg_0d0250,1569.605985011069
seg_0d04b9,1264.4626998533838
seg_0d13a7,1818.3695088203651
seg_0d434c,1138.8042433159246
seg_0d540e,4512.840860153415
seg_0d663a,710.1242678047636
seg_0d6d68,1100.8622208516483
seg_0d762e,1440.5729160603194
seg_0d833c,999.9647790203368
seg_0dae4b,1856.16527036879
seg_0dc38f,4578.676274721725
seg_0dcc40,1289.6844519082485
seg_0df469,1784.0079705239832
seg_0df75c,836.5751889341662
seg_0dfe8c,1566.4515279062823
seg_0e1370,1793.1164855960826
seg_0e1fbe,1116.5976404918345
seg_0e3739,1201.5647924967566
seg_0e3d44,20530.714233477975
seg_0e3ed2,1906.5022870733333
seg_0e4833,2385.0143035438123
seg_0e7cc5,2019.8733169180514
seg_0e8b79,559.2846536062079
seg_0e9987,1934.9671495978675
seg_0e9bb3,1994.6628882215987
seg_0eb333,2095.228574252732
seg_0ebfd9,1239.084587859558
seg_0f565c,1302.30768597468
seg_0f74a3,1704.9517962826922
seg_0f8961,1038.081315783197
seg_0fc67a,937.1349486756679
seg_0fca83,5019.615364333767
seg_0fd3ff,1415.42146069434
seg_1010ad,1830.8584358041576
seg_103b32,1339.7621022896024
seg_105cd9,3647.665956263193
seg_1084af,1793.3014007042657
seg_10a595,1755.1937562805424
seg_10c09d,1705.0645519991708
seg_10f3a6,3584.302602356038
seg_112b81,2762.811973297982
seg_1144bc,722.8574390526898
seg_114b79,2552.203897151184
seg_115617,1516.0475945340459
seg_115a92,1758.63105984648
seg_11647f,5926.8179900238
seg_117278,1292.898753296499
seg_117ff4,1062.972375025349
seg_11860f,1843.8475579569276
seg_1201e8,2980.0513957634894
seg_121446,1729.962772254733
seg_121cba,2085.9034009038523
seg_122ba9,2904.3847689593813
seg_123dd4,559.5166584589057
seg_12ac20,1264.3266215722006
seg_12b9ba,1692.6854945741393
seg_12ee6e,1528.9842225329912
seg_130e17,3001.956550479119
seg_13468a,1188.729932844328
seg_136285,2410.37181293118
seg_136695,1264.438809473722
seg_137f8a,949.4056365810735
seg_138807,2460.6650284688976
seg_13c2f0,924.4588489170529
seg_13e25f,1163.5417884454937
seg_140bc5,2473.073700909059
seg_141f34,748.007353086945
seg_146926,1352.449678991298
seg_148698,1982.0988641855904
seg_14ad27,1767.8345135347258
seg_14c054,949.6755337930574
seg_14c371,1197.998164983174
seg_14c435,3458.638369253764
seg_14c89d,1340.0973866315826
seg_14c8ce,1830.8714759579395
seg_14d1d3,1176.3279964642811
seg_14f5f0,1516.4861831570456
seg_151368,1491.1473982618172
seg_151d92,1138.1640243021682
seg_153d6a,710.4548219863627
seg_154361,2309.60134225392
seg_1562cb,484.0936567637818
seg_158691,2712.288792729135
seg_158764,2385.324062348476
seg_15adff,1708.2589923564526
seg_15bf25,2435.3986726360245
seg_15c9f9,2057.6981331673705
seg_161aeb,1251.5660975482056
seg_161f5f,1830.818480629323
seg_162fc4,962.3013431132384
seg_16566c,798.301107089357
seg_166f70,483.9921188587562
seg_168d1c,798.6978934294956
seg_16a270,710.1633135891032
seg_16c3a7,1909.7323855806897
seg_17067e,3152.7675648981567
seg_170684,1012.4051828957561
seg_170a0c,999.945592221409
seg_176542,1478.4510639031787
seg_17799c,1365.3097417756076
seg_179d90,559.1154027582005
seg_17adc0,1478.27314963104
seg_17d1ff,3798.6472506440923
seg_17e596,962.2335439956368
seg_180481,1087.9852083806745
seg_18096a,1705.1523276386738
seg_1815fe,2158.2028430992505
seg_1827c5,408.3284588464226
seg_184222,2275.0389723293183
seg_185ad6,1944.4169848321335
seg_18d1d0,3546.617452555389
seg_18d307,3001.9198049274146
seg_18f633,2371.9679870641467
seg_18f853,2070.438763072443
seg_18fb65,5737.462175901345
seg_193404,848.8015472663815
seg_19515c,1595.1484006879375
seg_195eda,1931.7587069221308
seg_1969c8,1113.3553434313242
seg_19b08e,1632.7172933314748
seg_19b9dd,1503.9188993446662
seg_19e1ff,2359.8942497502676
seg_19ec5c,1364.9457677912253
seg_1a0e94,697.6854617010026
seg_1a0eca,2485.4861186505586
seg_1a671a,2677.8376609209226
seg_1a791c,940.4554923484795
seg_1a8e06,2422.736492402996
seg_1a8f0d,1352.5463941460252
seg_1a8f2c,1252.0883121636805
seg_1abcaf,8352.878463304503
seg_1ac9e2,1846.9525116218006
seg_1ae362,2838.6247490626583
seg_1afa29,1931.7304518819535
seg_1b08a4,1956.937979021127
seg_1b1ad8,1327.5139936992202
seg_1b2298,1516.3437607020187
seg_1b78af,2728.254606629829
seg_1baf33,1847.0550359905812
seg_1bd38e,3026.7745552059287
seg_1bf7b3,1969.5265179443595
seg_1c401b,848.8392425400456
seg_1c4c5b,2309.4830753954648
seg_1c4e72,836.417504404882
seg_1c849d,1465.7705990965185
seg_1c904f,1427.8583864690786
seg_1c929e,2488.9618297665556
seg_1cb942,924.8773664243881
seg_1cd352,2473.2918479819928
seg_1cf1b5,3735.6163031575106
seg_1d044c,1465.5708999551637
seg_1d11e5,1343.19225352862
seg_1d596d,2476.440816203586
seg_1d980f,1997.8611187451816
seg_1da819,2086.016414073407
seg_1db443,647.6559023196393
seg_1db8e8,974.9636568313562
seg_1dec9c,924.5928101373163
seg_1e0523,1151.1059544492246
seg_1e0b82,861.7621469033278
seg_1e572b,1163.538208183247
seg_1e617a,1280.549847305719
seg_1e61d6,2035.4796077080534
seg_1e677e,1569.9916536938472
seg_1eae76,3342.1743715762777
seg_1ebe6b,3128.0469528807716
seg_1ece48,2967.5395697663453
seg_1eeb8f,1642.0305046588787
seg_1ef708,1641.824140213531
seg_1f1e60,584.6250961913597
seg_1f3d44,2624.466151239494
seg_1f3ede,1305.5373178501316
seg_1f5240,1264.4419242988772
seg_1f7cf8,1767.8868935872197
seg_1f9aed,1318.0301140723716
seg_1fa983,2347.5005261732304
seg_1fc7ab,2221.6409931983553
seg_1fe311,1252.0466500727114
seg_2005a7,911.8573171618664
seg_2018c8,1251.8405623661927
seg_204dc6,1339.4776727938433
seg_208ba5,3706.895197705624
seg_2099f4,1315.7762424556802
seg_20a990,1481.5250548928025
seg_20b8d0,4411.870509118
seg_20cbac,839.5695078790227
seg_20cc25,3269.1765221064725
seg_20d9de,1327.1450268276699
seg_20e9ad,987.5629928526928
seg_210388,1780.8747225161749
seg_211299,1025.2871597210117
seg_211486,987.4720308368488
seg_214492,2514.214561612701
seg_217eed,4541.070167542729
seg_218049,1582.2345411651452
seg_21eebb,1478.6017164836683
seg_21faa9,1050.2051517641005
seg_222c5f,1893.608840235869
seg_225320,1050.1031210860585
seg_226e60,1906.7584239930293
seg_229eda,1012.9485577997425
seg_22e509,1591.80920479588
seg_2313d1,1755.6440335799414
seg_232559,899.001982121074
seg_23323e,2662.043498271728
seg_2367fb,2447.9759518793635
seg_238242,1050.2229741812505
seg_2383c2,2297.040338914044
seg_2396a2,1226.4845373927321
seg_23b123,1012.7134222719217
seg_23bdf9,1453.325230685764
seg_23c947,1919.01531060619
seg_23efb0,2888.860987991553
seg_23f823,1591.7806779639463
seg_23fe27,1000.1491662477406
seg_241266,1708.4171753009355
seg_24157a,1113.1430669758904
seg_24458d,974.5744903405201
seg_2465ce,1566.4829548650785
seg_247262,1163.4917565106139
seg_24ba8d,2397.759980013255
seg_24c078,1645.706003980791
seg_24c1c9,1680.0118628585242
seg_24e071,2145.776299254002
seg_24f338,1742.8958344894977
seg_257b8a,1579.2736924419034
seg_2597af,2652.7649315927174
seg_259c63,1292.881456002139
seg_259d65,1393.5116615424968
seg_259dd3,2800.538890832564
seg_25aa9f,1000.1801506013652
seg_25ab3f,1176.2289101325282
seg_25b38a,722.953548230743
seg_25c8dc,1163.853183395741
seg_25cca7,672.8198850544503
seg_25e76d,3039.8806024773803
seg_26049e,2066.930271822811
seg_263deb,2262.294550062411
seg_263fb3,1342.943900414683
seg_2642d0,2108.0472470717314
seg_2642d4,1302.2681873470756
seg_264c7d,1113.4834839738073
seg_266805,1264.568135600506
seg_266c6e,1730.1858948758636
seg_266d4e,2246.5989191070857
seg_268249,1478.433983434886
seg_268625,1557.2685165956168
seg_268956,1695.803940698047
seg_26a2a0,46606.580573037194
seg_26cba3,1972.9954312656637
seg_26edaa,1752.1858348841624
seg_2700bd,1654.8609556953386
seg_272a47,2878.880369261761
seg_274a1a,1931.7211806017276
seg_2774c4,974.9860856500571
seg_279725,382.881842000937
seg_27a282,1516.2119962482625
seg_27b7c8,2158.308384335368
seg_27db4d,1302.2154820813716
seg_27de37,874.1636109932361
seg_27f532,1063.1491547869898
seg_27ff17,2788.1796557233274
seg_280863,1015.7121980469055
seg_280e3b,974.5755370410501
seg_284223,1440.627866011093
seg_284923,659.8188421761635
seg_287e60,1679.8760943994398
seg_287fef,1616.6579672749622
seg_288001,2967.3999785383194
seg_2883ec,2057.567439011844
seg_289d99,3505.2873725186946
seg_28fc32,1100.8533594046883
seg_29022f,1365.0087141906688
seg_2916e3,987.2754434342447
seg_293dbf,2120.6344268519124
seg_293dc2,1365.1706856362732
seg_29475f,1226.4394775869594
seg_295b1c,1931.8385687338775
seg_2977cd,990.5633323244077
seg_29a073,1277.1677373658974
seg_29acb7,1998.0275740289085
seg_29c772,1705.1475997076523
seg_29c906,2539.496907774561
seg_29d497,3858.135617070273
seg_29d4c6,798.67944179301
seg_29e799,1516.086705851915
seg_2a0ace,2092.3732134666307
seg_2a0afc,1364.997489156601
seg_2a0dc0,962.1797476554661
seg_2a2f1e,2196.3832290117653
seg_2a4551,1365.1601523265304
seg_2a6343,1251.6323580723677
seg_2a8351,2750.2823125653103
seg_2aa101,2296.7854091297695
seg_2abd33,1641.7983704445633
seg_2b2cb3,2435.590190486443
seg_2b372b,1767.901346524379
seg_2b4959,1229.941692171549
seg_2b6d52,659.9577839334365
seg_2ba79a,2309.372339808154
seg_2bcbde,833.1245407686929
seg_2be983,1062.8178658461225
seg_2bf5be,521.5800909639826
seg_2bf9dd,1226.487705857634
seg_2c3203,6165.366914415172
seg_2c5e9f,1087.9501259730966
seg_2c6011,949.6090113507202
seg_2c69e4,1201.6759456687578
seg_2c762c,1314.6786415946744
seg_2cac57,886.9692894778011
seg_2cadc0,1012.8245848866753
seg_2cdbe3,2237.1963060097623
seg_2d3828,1717.6626405866325
seg_2d402d,1805.5980854381125
seg_2d427f,6405.027415254584
seg_2d5544,2086.1094447636942
seg_2d7cc4,4427.979738791318
seg_2d92f0,1135.125583546096
seg_2db7dc,1289.463160449652
seg_2dc6ff,1767.7217863853562
seg_2dccec,1894.0886295862483
seg_2dcd3a,2422.7248821934572
seg_2dcd84,886.6945508773373
seg_2dfb91,1468.9740303942197
seg_2e2372,1402.7652878755212
seg_2e50fb,4012.614516139528
seg_2e64af,1695.7570229367159
seg_2e71dd,4818.068097157911
seg_2e88dd,1805.765296537476
seg_2e917f,924.5186530777779
seg_2e9a47,873.8225148021938
seg_2ea616,1377.6454419211946
seg_2eccb9,1528.62868434894
seg_2ece02,1570.1358079297722
seg_2ed79b,3543.302533060577
seg_2eddf6,1340.0158234873345
seg_2ee95c,710.2840340497831
seg_2efd5c,1377.439199838408
seg_2f1664,2334.9292801402335
seg_2f4f14,1528.7535730949032
seg_2f5695,3345.3810828164715
seg_2f60db,621.954852913735
seg_2f86cd,19154.39337687596
seg_2f8e19,1084.914427321316
seg_2f8f6d,785.8029057119086
seg_2f9336,1868.4306627983995
seg_2f9581,1909.8001802316821
seg_2fb672,899.3837559143162
seg_2fe382,2010.4372747857158
seg_301c1e,2107.857583080873
seg_30207d,2385.188454923921
seg_304581,1494.3764056705293
seg_304b87,1616.9977020140302
seg_304df5,1642.1653611577046
seg_30501b,911.9239027550577
seg_3065ba,1733.5686533070323
seg_30661b,2614.985918006014
seg_306756,962.2294965953373
seg_30ad2a,3946.120377854935
seg_30b043,1365.0648294074738
seg_30da11,1557.3464604152184
seg_30fd84,1566.6104869327646
seg_310230,1931.5013969025697
seg_31064b,2032.062898593504
seg_311499,1339.9290323470227
seg_311b5e,1352.4828906243338
seg_3128e6,864.6773785857275
seg_3151ff,1201.567821262993
seg_31631c,1667.2568025763494
seg_316f86,2233.6428379890385
seg_318135,1808.740385340272
seg_31a51f,2451.4255425681304
seg_31a6cd,1579.285367517065
seg_31b808,1717.7686454308596
seg_31c0f4,1554.1608396028266
seg_31d763,1918.9706792127165
seg_31d7bf,2397.450739700449
seg_31d810,1264.3189928996478
seg_31ddc5,685.191872515017
seg_3234ca,1532.0124716316893
seg_324447,1717.8426798223738
seg_324537,1553.9550511698328
seg_325790,1793.37385870721
seg_326eb7,1758.8020433175861
seg_327ed4,1720.8756850851216
seg_32906d,2359.816947222509
seg_32ad0f,1025.1741652761036
seg_32c904,987.1002452664325
seg_32d747,1204.8564975750926
seg_32e763,1632.7286885252852
seg_32f3a9,3115.052419789966
seg_32f6df,1566.5904644344005
seg_32f72d,1667.0921735238153
seg_32fc4e,534.0188037798176
seg_330579,1994.8372987977327
seg_3319b5,2082.648690335165
seg_331f2b,1201.7279507274807
seg_3340b9,3631.821567438952
seg_335170,2196.0200975724156
seg_337b8c,2942.189480923221
seg_339f80,1806.0182759187776
seg_33c30d,1428.0348611389477
seg_342ce6,1125.909907022774
seg_343571,1654.9758533260724
seg_3452b2,2199.431271855191
seg_34a2b8,2145.56164037743
seg_34a8f7,1037.599444122111
seg_34abd2,4084.760504901422
seg_34ef79,1742.8681880219235
seg_3506d6,1604.3962702531949
seg_35269b,1349.2624374094437
seg_355717,2737.2079725690546
seg_355d19,2108.0516882998454
seg_35a2d7,908.5395014507444
seg_35b009,2060.845150000512
seg_35b753,1163.6401370988972
seg_35ba8f,1339.6810648643716
seg_35c587,1431.6492333576084
seg_35dd45,798.2398345426318
seg_35ee83,2703.382318978588
seg_36147d,4214.129474623446
seg_361f5a,1025.3718595149226
seg_3631ec,1532.0401289973208
seg_3661de,1072.1993432574652
seg_369570,1125.7286756530025
seg_36b77f,1654.682591403893
seg_36e32d,773.6434514159787
seg_3706be,2334.6520551585563
seg_373a04,1327.3737861806587
seg_373ba6,2149.0715760567355
seg_37608b,3581.184702454656
seg_3761d0,3332.561185765683
seg_37669c,1138.2562573655466
seg_376908,5938.967129750014
seg_377134,1327.3818622100466
seg_3788c5,1047.323403825809
seg_37bf85,1843.6015340754943
seg_37f3fb,4302.144625453944
seg_38001b,2803.7722078993
seg_383b6b,3081.1329308040995
seg_383f2e,899.2175263800016
seg_3865bc,2057.5907188065803
seg_3878d0,1116.696845556342
seg_389906,1340.2829615015025
seg_38ad16,1516.2067704122082
seg_38ee24,2876.478916656931
seg_392019,1818.1528354709862
seg_39300d,4739.4528712613
seg_395e0e,1188.6328756776898
seg_397983,1276.871984491472
seg_397dc9,1767.694224734982
seg_398a25,2674.887130831148
seg_39a886,1075.3742476236189
seg_39ad50,5602.556457579153
seg_3a1600,2111.146524254311
seg_3a22ac,1629.4722652969306
seg_3a80c5,3014.7822777030415
seg_3a8a76,3065.095931756482
seg_3aca44,2577.0777110658546
seg_3adb1a,1717.5674154759336
seg_3ae4d9,2145.742989567603
seg_3af649,3896.104929701457
seg_3b2013,22799.013712507996
seg_3b30fd,1503.96223383048
seg_3b4414,1465.9010616774572
seg_3b7175,1909.7117814644178
seg_3b7724,773.5546952241376
seg_3b95d2,1059.6790119680288
seg_3b95dc,1532.241846981476
seg_3ba485,1591.627417023365
seg_3bb90a,2489.007452282891
seg_3bc9ed,1805.6838891368798
seg_3bd97e,697.7957603100172
seg_3bf9ac,4529.111727201367
seg_3bfcf6,1327.1862428997094
seg_3c3ddf,2850.6848280102868
seg_3c4106,3467.740239130784
seg_3c64fb,1704.9134186096546
seg_3c8545,1037.4719102944073
seg_3cba49,1339.8188547104064
seg_3cbccf,1330.510107350547
seg_3ce740,1755.5181277013987
seg_3cfb73,999.9389621372698
seg_3d059a,2662.005567747182
seg_3d06cc,1050.2078870664673
seg_3d19fc,3014.626240230219
seg_3d1cb3,3556.0483404953293
seg_3d1f2e,1528.6506095581449
seg_3d581c,4009.3057982964147
seg_3d6aac,1554.128861300005
seg_3d6e79,1151.4129450509859
seg_3d9aa0,2095.357653245128
seg_3db0a8,1226.4006820677216
seg_3e00cd,1541.381211622272
seg_3e55d5,2274.871275715276
seg_3e87b4,15207.110680824719
seg_3ec967,1494.3582991504284
seg_3edf51,2551.9578018365737
seg_3f2086,1818.303238869079
seg_3f3689,3014.5039620911666
seg_3f3983,747.8320075025915
seg_3f5be6,1818.6405968323038
seg_3f80ef,1793.403140505954
seg_3f99c8,1591.6329790079028
seg_3fb24b,1503.561954145464
seg_3fc7ca,622.1819065493336
seg_3fdae0,1667.3537505717304
seg_407b2b,1352.6689331920572
seg_40b3aa,4172.773869804117
seg_40f810,1113.1823155126485
seg_411225,2060.929790700205
seg_414d0f,1616.924506985051
seg_4185b3,2108.0166757373354
seg_419531,1592.332774520455
seg_419b2a,559.3952534481397
seg_41a267,4450.452377356127
seg_41aadc,1503.3335187052762
seg_41ab7e,596.9821736895605
seg_41be18,722.9783219769046
seg_41be7d,1805.9127533045232
seg_41f45e,1692.7116089003378
seg_420bcc,1302.1163972785066
seg_420d4e,723.1083750541669
seg_421a96,2828.8633006187856
seg_421da1,1201.5170119663612
seg_423ebe,1255.100248216139
seg_425462,1617.0959804464972
seg_42648c,1717.7082818950607
seg_4280d9,1226.6630398274685
seg_428d66,1302.2055012881285
seg_42c4c9,1204.5135243918292
seg_42e7e8,2388.6231527183927
seg_42ff14,2586.2849227678353
seg_430e66,2938.901687133558
seg_43383f,2145.698707520416
seg_434c96,4512.993508459843
seg_43597f,1642.2645820099722
seg_43c6f4,848.7582674264191
seg_440106,785.9799581674018
seg_4401d8,1994.8216897310956
seg_441c6d,1390.420263500319
seg_4435bd,3379.9170775607245
seg_447972,810.90081633212
seg_447b8b,924.0622769647091
seg_447cb3,395.69586227599484
seg_44d3ca,1742.7070702100466
seg_455b16,1692.6362835960595
seg_456149,987.3644470429839
seg_457234,2192.8339358265694
seg_45838b,877.4062794285848
seg_4587bb,2359.7632974817334
seg_45a8a9,1112.9729737210566
seg_45b051,2523.473703400694
seg_45e062,610.0880754547244
seg_45e4ed,1393.5944324767097
seg_45e7ad,1893.6962842308433
seg_46012e,1465.9333371786938
seg_460436,1063.222155229095
seg_461ab5,3886.9055118010065
seg_461b63,1708.4579380362843
seg_462c1d,1248.5140018245204
seg_464839,873.958187782623
seg_468bc9,1012.6112813407003
seg_468fdb,1969.4923641999126
seg_46a42b,1856.0814351563351
seg_46b84d,1226.5379009394194
seg_46c6d3,811.1768842280447
seg_46dd7c,2438.8006695725026
seg_4729a7,2460.6111433571778
seg_4743ab,861.5849688207859
seg_4743fa,760.4995875475806
seg_476700,1881.5046125774875
seg_476bdb,2095.160176802465
seg_477c83,3656.4842457499844
seg_478327,1000.1706210778027
seg_47a48f,1189.0623458273715
seg_47d374,1642.0826958603202
seg_47fed6,2750.082927022335
seg_482745,3090.491389914265
seg_4848e3,873.9252731024809
seg_484901,2678.0148329788326
seg_486973,2586.6908107201634
seg_48a4b3,3127.935313236291
seg_48a80c,3052.3562819938943
seg_48b545,937.0203028932051
seg_48feba,2010.5215321555643
seg_490092,2246.32241578741
seg_490d6e,1377.611589025085
seg_492dc6,987.421075269069
seg_49322d,1780.4302468928004
seg_49336f,1972.8264738461057
seg_495573,1125.792280392517
seg_496d07,1805.7305366455726
seg_496dad,2022.8297538543923
seg_49b0cb,634.9977408229648
seg_49d84b,1302.0622779531125
seg_49fdf0,521.5134478092923
seg_4a2525,861.476074064811
seg_4a6096,2183.422216347961
seg_4a719c,1541.2878749976476
seg_4a91a9,3068.313536925293
seg_4a9e6b,936.767779489497
seg_4a9e8d,2183.234256210152
seg_4ab7bf,433.4303712468238
seg_4abc29,1768.1320466920747
seg_4acc4b,1264.5237403695494
seg_4ad5a2,1151.3433048855738
seg_4ad674,1393.5490370494622
seg_4adeda,3002.076684061414
seg_4ae37c,1541.5139246113042
seg_4ae712,568.5800293623528
seg_4b0839,2939.1979147197535
seg_4b4c91,1528.7647867843316
seg_4b4ffb,2212.1328097702226
seg_4b8044,1465.830523074579
seg_4b953a,2098.518209317369
seg_4ba3d1,1327.4921298369852
seg_4c067a,1679.9285037308694
seg_4c12b2,8697.033547753894
seg_4c18e2,4777.248820393633
seg_4c3a2b,1768.1090267874508
seg_4c4995,2158.0725081839955
seg_4c65e6,946.5342865313879
seg_4c8db6,1918.8017684272356
seg_4ca6de,1327.2388585576346
seg_4cb0d7,2914.0063510448963
seg_4cb9c6,1960.0528126100842
seg_4ce234,1340.0277914750648
seg_4d0008,1189.0301016701176
seg_4d0041,1491.0225549387649
seg_4d0c45,738.9780617207922
seg_4d18f4,4188.769147949785
seg_4d2671,2460.597709072138
seg_4d53c2,518.2392316140947
seg_4d5a4a,2728.1884218063988
seg_4d7c56,2954.7984276667776
seg_4d8f0f,3178.16986585445
seg_4db886,1314.5998282949006
seg_4db997,1667.2976782680516
seg_4dbbd1,1377.9145477488316
seg_4ddddc,1906.2326969410972
seg_4dfa03,1730.032795640003
seg_4e0c4a,609.5053041105308
seg_4e2c66,3017.5956890633915
seg_4e3bd7,10598.346380250841
seg_4e627b,3949.3321856675448
seg_4e9646,1075.4559333232196
seg_4ea3fa,1453.1670465484624
seg_4ea81c,1390.2951983637602
seg_4eb127,9629.161535808333
seg_4eeaef,2196.1672745465557
seg_4eef28,2167.735784345302
seg_4f48b4,3958.7390396421933
seg_4f5931,1440.5963765810857
seg_4f76a2,1617.1414245621847
seg_4f83a3,1403.1748977749714
seg_4fa87d,974.5681167191149
seg_4fce5b,2813.0980896133015
seg_4fd191,2350.3980010390733
seg_500108,1793.3633543090295
seg_5009d9,1881.1986041369473
seg_500c80,1516.519081549868
seg_502fab,534.2556921912781
seg_507065,3140.747867769187
seg_5090fa,2006.9583426647378
seg_509d55,1985.2711647873584
seg_50a667,2262.4253056344833
seg_50b048,936.9388358003753
seg_50e270,3102.498416523318
seg_511d25,1100.5358394921748
seg_512b3e,1025.028056800217
seg_514543,1579.2731577120096
seg_5147e1,1544.6045271854348
seg_514b85,1793.476236302155
seg_5165a4,1226.887254087057
seg_517345,848.610715364823
seg_517425,2828.784609720974
seg_51865e,2888.4813532286
seg_518b1e,2665.0396779343573
seg_51b68c,748.2772519310249
seg_51f0a2,2334.5137388368685
seg_51f6fd,1604.7171461387115
seg_521a88,999.5885737718193
seg_523945,4059.4784785785314
seg_524b39,1100.5584795000714
seg_5254ce,1025.3001406180833
seg_5255c0,1087.961622922362
seg_52636c,1440.2163727374696
seg_529be4,1846.7656593139545
seg_529c99,2334.6565022330888
seg_52c139,949.5016691812641
seg_530a02,1529.1384723633066
seg_53103b,1150.960510034543
seg_5311d1,2740.7940850573814
seg_533613,1289.231739336115
seg_53498a,3241.044717116365
seg_53a557,1355.7123413077188
seg_53a5fd,861.5348652226827
seg_53bdf5,2019.723903612712
seg_53caf1,1365.07019030977
seg_53d818,2891.8497489724796
seg_53e645,1327.3096483316867
seg_53fa13,2199.4087777795803
seg_5407b0,2183.8215317448985
seg_5445bc,1343.1620382675098
seg_54490e,2104.8985114181705
seg_545fda,1075.4026980005494
seg_5467c8,1063.0040590121014
seg_546864,1919.549679360869
seg_5470ca,1456.4635500543066
seg_5495ca,2061.0085248386335
seg_54af0d,8419.157733469481
seg_54b0ee,1780.3329899550813
seg_54d0f3,1239.1340574082512
seg_55239a,1528.8672556461254
seg_552b8e,596.8090044334432
seg_5559d9,1994.5421105292123
seg_555f63,3253.6311968921655
seg_5597ed,1909.8084535200303
seg_55a0c3,1919.0281120042077
