meanAudio,medianAudio,modeAudio,stdAudio,maxAudio,maxTime,minAudio,minTime,q75Audio,q25Audio,event,n
4.444753170013428,4.0,4.0,3.3979127407073975,64.0,11.257696151733398,-44.0,11.21839714050293,6.0,3.0,0,0.0
4.3639068603515625,4.0,4.0,3.4296627044677734,60.0,11.21839714050293,-44.0,11.178998947143555,6.0,2.0,0,0.0
4.407626628875732,4.0,5.0,3.442399263381958,101.0,11.178998947143555,-79.0,11.14069652557373,6.0,3.0,0,0.0
4.535966873168945,5.0,5.0,3.863091230392456,136.0,11.14069652557373,-154.0,11.101298332214355,6.0,3.0,0,0.0
4.552633285522461,5.0,5.0,3.0718321800231934,42.0,11.101298332214355,-38.0,11.061999320983887,6.0,3.0,0,0.0
4.82037353515625,5.0,5.0,4.084776401519775,103.0,11.061999320983887,-104.0,11.023696899414062,7.0,3.0,0,0.0
4.72050666809082,5.0,5.0,4.835862636566162,170.0,11.023696899414062,-99.0,10.984298706054688,7.0,3.0,0,0.0
4.4199934005737305,4.0,4.0,3.89679217338562,111.0,10.984298706054688,-76.0,10.945996284484863,6.0,3.0,0,0.0
4.460526466369629,4.0,5.0,3.625213146209717,75.0,10.945996284484863,-86.0,10.906597137451172,6.0,3.0,0,0.0
4.366393566131592,4.0,4.0,3.635744571685791,97.0,10.906597137451172,-79.0,10.86729907989502,6.0,2.0,0,0.0
4.5700531005859375,5.0,4.0,4.229637622833252,125.0,10.86729907989502,-110.0,10.828996658325195,6.0,3.0,0,0.0
4.427033424377441,4.0,4.0,3.446655511856079,72.0,10.828996658325195,-67.0,10.78959846496582,6.0,3.0,0,0.0
4.491766452789307,4.0,4.0,3.5923588275909424,71.0,10.78959846496582,-61.0,10.750200271606445,6.0,3.0,0,0.0
4.381153106689453,4.0,4.0,3.057157278060913,41.0,10.750200271606445,-32.0,10.711896896362305,6.0,3.0,0,0.0
4.347586631774902,4.0,4.0,4.257416248321533,214.0,10.711896896362305,-134.0,10.67249870300293,6.0,2.0,0,0.0
4.299200057983398,4.0,4.0,3.460754871368408,59.0,10.67249870300293,-42.0,10.634196281433105,6.0,2.0,0,0.0
4.42140007019043,4.0,4.0,4.651984214782715,123.0,10.634196281433105,-123.0,10.594897270202637,6.0,2.0,0,0.0
4.386693477630615,4.0,4.0,3.8459877967834473,77.0,10.594897270202637,-86.0,10.555499076843262,6.0,2.0,0,0.0
4.490640163421631,4.0,4.0,4.486757278442383,197.0,10.555499076843262,-84.0,10.517196655273438,6.0,3.0,0,0.0
4.460773468017578,4.0,4.0,3.583252429962158,52.0,10.517196655273438,-41.0,10.477798461914062,6.0,3.0,0,0.0
4.471960067749023,4.0,5.0,4.127612590789795,124.0,10.477798461914062,-120.0,10.439495086669922,6.0,3.0,0,0.0
4.599193096160889,5.0,5.0,4.120814800262451,95.0,10.439495086669922,-106.0,10.40019702911377,7.0,3.0,0,0.0
4.689713478088379,5.0,5.0,3.5189297199249268,59.0,10.40019702911377,-51.0,10.360798835754395,7.0,3.0,0,0.0
4.750800132751465,5.0,5.0,3.6197402477264404,87.0,10.360798835754395,-78.0,10.32249641418457,7.0,3.0,0,0.0
4.747633457183838,5.0,5.0,3.3124468326568604,60.0,10.32249641418457,-50.0,10.283098220825195,7.0,3.0,0,0.0
4.510006904602051,5.0,5.0,3.526254892349243,50.0,10.283098220825195,-38.0,10.243799209594727,6.0,3.0,0,0.0
4.625060081481934,5.0,5.0,4.069065570831299,57.0,10.243799209594727,-64.0,10.205496788024902,7.0,3.0,0,0.0
4.508546829223633,5.0,5.0,3.678365468978882,76.0,10.205496788024902,-54.0,10.166098594665527,6.0,3.0,0,0.0
4.451066493988037,4.0,4.0,3.3828396797180176,56.0,10.166098594665527,-46.0,10.127795219421387,6.0,2.0,0,0.0
4.385066509246826,4.0,4.0,3.7616593837738037,90.0,10.127795219421387,-76.0,10.088397026062012,6.0,2.0,0,0.0
4.4880266189575195,4.0,5.0,3.74900221824646,127.0,10.088397026062012,-112.0,10.048998832702637,6.0,3.0,0,0.0
4.914666652679443,5.0,5.0,4.1940999031066895,124.0,10.048998832702637,-99.0,10.010696411132812,7.0,3.0,0,0.0
4.723406791687012,5.0,5.0,3.37131667137146,61.0,10.010696411132812,-75.0,9.97139835357666,7.0,3.0,0,0.0
4.7768402099609375,5.0,5.0,4.803256034851074,123.0,9.97139835357666,-154.0,9.932000160217285,7.0,3.0,0,0.0
4.6560797691345215,5.0,5.0,4.820472240447998,157.0,9.932000160217285,-134.0,9.893696784973145,7.0,3.0,0,0.0
4.719560146331787,5.0,5.0,4.250844955444336,150.0,9.893696784973145,-114.0,9.85429859161377,7.0,3.0,0,0.0
4.830546855926514,5.0,5.0,5.067395210266113,136.0,9.85429859161377,-120.0,9.815996170043945,7.0,3.0,0,0.0
4.769446849822998,5.0,5.0,4.633523941040039,98.0,9.815996170043945,-79.0,9.776697158813477,7.0,3.0,0,0.0
4.649593353271484,5.0,5.0,3.457165002822876,49.0,9.776697158813477,-39.0,9.737298965454102,7.0,3.0,0,0.0
4.566273212432861,5.0,5.0,5.922200679779053,152.0,9.737298965454102,-143.0,9.698996543884277,7.0,3.0,0,0.0
4.527486801147461,5.0,4.0,4.705770492553711,185.0,9.698996543884277,-120.0,9.659598350524902,7.0,2.0,0,0.0
4.658279895782471,5.0,5.0,6.006906986236572,273.0,9.659598350524902,-237.0,9.62030029296875,7.0,3.0,0,0.0
4.393159866333008,4.0,4.0,4.491659641265869,119.0,9.62030029296875,-128.0,9.58199691772461,6.0,2.0,0,0.0
4.498413562774658,4.0,4.0,4.932295799255371,208.0,9.58199691772461,-126.0,9.542598724365234,7.0,2.0,0,0.0
4.610079765319824,5.0,5.0,4.271789073944092,110.0,9.542598724365234,-95.0,9.50429630279541,7.0,3.0,0,0.0
4.515593528747559,5.0,5.0,3.9902827739715576,53.0,9.50429630279541,-49.0,9.464898109436035,7.0,2.0,0,0.0
4.518706798553467,5.0,5.0,3.6297779083251953,53.0,9.464898109436035,-54.0,9.425498962402344,7.0,3.0,0,0.0
4.726553440093994,5.0,5.0,4.164604663848877,93.0,9.425498962402344,-70.0,9.38719654083252,7.0,3.0,0,0.0
4.708779811859131,5.0,5.0,4.0163679122924805,93.0,9.38719654083252,-96.0,9.347898483276367,7.0,3.0,0,0.0
4.573633193969727,5.0,5.0,5.787212371826172,199.0,9.347898483276367,-224.0,9.308500289916992,7.0,2.0,0,0.0
4.6678667068481445,5.0,5.0,4.513363361358643,74.0,9.308500289916992,-62.0,9.270196914672852,7.0,3.0,0,0.0
4.422046661376953,4.0,4.0,4.432619571685791,120.0,9.270196914672852,-85.0,9.230798721313477,6.0,2.0,0,0.0
4.511126518249512,5.0,5.0,5.623584270477295,144.0,9.230798721313477,-124.0,9.192496299743652,7.0,2.0,0,0.0
4.504966735839844,4.0,4.0,4.932369232177734,142.0,9.192496299743652,-129.0,9.1531982421875,7.0,2.0,0,0.0
4.756800174713135,5.0,5.0,3.5981781482696533,55.0,9.1531982421875,-46.0,9.113799095153809,7.0,3.0,0,0.0
4.649346828460693,5.0,5.0,4.661680221557617,111.0,9.113799095153809,-101.0,9.075496673583984,7.0,3.0,0,0.0
4.695519924163818,5.0,5.0,6.744510173797607,215.0,9.075496673583984,-200.0,9.03609848022461,7.0,3.0,0,0.0
4.645726680755615,5.0,5.0,4.880197525024414,92.0,9.03609848022461,-88.0,8.997796058654785,7.0,2.0,0,0.0
4.687586784362793,5.0,5.0,5.948495864868164,148.0,8.997796058654785,-185.0,8.958497047424316,7.0,3.0,0,0.0
4.787759780883789,5.0,5.0,4.751706123352051,188.0,8.958497047424316,-101.0,8.919098854064941,7.0,3.0,0,0.0
4.85563325881958,5.0,5.0,4.188706398010254,95.0,8.919098854064941,-77.0,8.880796432495117,7.0,3.0,0,0.0
4.610179901123047,5.0,5.0,4.816643238067627,131.0,8.880796432495117,-117.0,8.841398239135742,7.0,3.0,0,0.0
4.693046569824219,5.0,5.0,4.320186138153076,85.0,8.841398239135742,-74.0,8.802000045776367,7.0,3.0,0,0.0
4.712146759033203,5.0,5.0,3.9756627082824707,75.0,8.802000045776367,-49.0,8.763696670532227,7.0,3.0,0,0.0
4.760733127593994,5.0,5.0,4.54538106918335,111.0,8.763696670532227,-75.0,8.724398612976074,7.0,3.0,0,0.0
4.806353569030762,5.0,5.0,4.611777305603027,105.0,8.724398612976074,-108.0,8.68609619140625,7.0,3.0,0,0.0
4.276273250579834,4.0,4.0,4.474432468414307,99.0,8.68609619140625,-99.0,8.646697044372559,6.0,2.0,0,0.0
4.306759834289551,4.0,4.0,4.017232418060303,78.0,8.646697044372559,-53.0,8.607298851013184,6.0,2.0,0,0.0
4.275173187255859,4.0,4.0,5.28975772857666,76.0,8.607298851013184,-134.0,8.56899642944336,6.0,2.0,0,0.0
4.325039863586426,4.0,4.0,5.497551441192627,249.0,8.56899642944336,-159.0,8.529698371887207,6.0,2.0,0,0.0
4.132613182067871,4.0,4.0,5.1811065673828125,140.0,8.529698371887207,-151.0,8.490300178527832,6.0,2.0,0,0.0
4.318419933319092,4.0,4.0,5.010293006896973,158.0,8.490300178527832,-112.0,8.451996803283691,7.0,2.0,0,0.0
4.327606678009033,4.0,4.0,4.358598709106445,98.0,8.451996803283691,-61.0,8.412598609924316,6.0,2.0,0,0.0
4.356093406677246,4.0,4.0,3.8859188556671143,54.0,8.412598609924316,-43.0,8.374296188354492,6.0,2.0,0,0.0
4.344013214111328,4.0,4.0,5.182654857635498,146.0,8.374296188354492,-121.0,8.334997177124023,7.0,2.0,0,0.0
4.419273376464844,4.0,5.0,4.511103630065918,113.0,8.334997177124023,-92.0,8.295598983764648,7.0,2.0,0,0.0
4.419106483459473,4.0,4.0,4.7537312507629395,176.0,8.295598983764648,-98.0,8.257296562194824,7.0,2.0,0,0.0
4.323880195617676,4.0,4.0,6.395832061767578,159.0,8.257296562194824,-197.0,8.21789836883545,7.0,2.0,0,0.0
4.490799903869629,4.0,5.0,6.225594520568848,230.0,8.21789836883545,-276.0,8.178500175476074,7.0,2.0,0,0.0
4.6645731925964355,5.0,5.0,5.942963123321533,148.0,8.178500175476074,-142.0,8.140196800231934,7.0,2.0,0,0.0
4.599599838256836,5.0,5.0,5.866920471191406,188.0,8.140196800231934,-202.0,8.100898742675781,7.0,2.0,0,0.0
4.524320125579834,5.0,4.0,5.46628999710083,154.0,8.100898742675781,-108.0,8.062596321105957,7.0,2.0,0,0.0
4.565926551818848,5.0,5.0,5.704545974731445,143.0,8.062596321105957,-91.0,8.023198127746582,7.0,2.0,0,0.0
4.419986724853516,4.0,4.0,4.857230186462402,93.0,8.023198127746582,-89.0,7.983799457550049,7.0,2.0,0,0.0
4.3875732421875,4.0,4.0,5.140285968780518,165.0,7.983799457550049,-94.0,7.945496559143066,7.0,2.0,0,0.0
4.43907356262207,4.0,5.0,5.478374004364014,105.0,7.945496559143066,-81.0,7.906198501586914,7.0,2.0,0,0.0
4.212393283843994,4.0,4.0,5.231695652008057,131.0,7.906198501586914,-102.0,7.867895603179932,6.0,2.0,0,0.0
4.351973533630371,4.0,4.0,4.844692230224609,74.0,7.867895603179932,-71.0,7.828497409820557,7.0,2.0,0,0.0
4.648873329162598,5.0,5.0,5.149980068206787,78.0,7.828497409820557,-88.0,7.789098739624023,7.0,2.0,0,0.0
4.317019939422607,4.0,5.0,4.4700117111206055,174.0,7.789098739624023,-213.0,7.750796318054199,6.0,2.0,0,0.0
4.482153415679932,4.0,4.0,4.870914936065674,121.0,7.750796318054199,-89.0,7.711497783660889,7.0,2.0,0,0.0
4.467299938201904,4.0,5.0,4.4735612869262695,73.0,7.711497783660889,-57.0,7.672099590301514,7.0,2.0,0,0.0
4.274693489074707,4.0,4.0,4.116428375244141,89.0,7.672099590301514,-51.0,7.633796691894531,6.0,2.0,0,0.0
4.422440052032471,4.0,4.0,5.436653137207031,86.0,7.633796691894531,-83.0,7.594398498535156,7.0,2.0,0,0.0
4.516079902648926,5.0,5.0,4.83203649520874,98.0,7.594398498535156,-99.0,7.556095600128174,7.0,2.0,0,0.0
4.353759765625,4.0,4.0,5.395796775817871,106.0,7.556095600128174,-113.0,7.516697406768799,7.0,2.0,0,0.0
4.352200031280518,4.0,4.0,4.958687782287598,83.0,7.516697406768799,-68.0,7.477398872375488,7.0,2.0,0,0.0
4.584420204162598,5.0,4.0,5.534579753875732,116.0,7.477398872375488,-119.0,7.439096450805664,7.0,2.0,0,0.0
4.691013336181641,5.0,5.0,5.060412883758545,105.0,7.439096450805664,-99.0,7.399697780609131,7.0,2.0,0,0.0
4.575873374938965,5.0,5.0,5.992882251739502,159.0,7.399697780609131,-148.0,7.360299587249756,7.0,2.0,0,0.0
4.518293380737305,5.0,5.0,4.477531909942627,85.0,7.360299587249756,-75.0,7.321996688842773,7.0,2.0,0,0.0
4.449926853179932,4.0,5.0,6.800258159637451,192.0,7.321996688842773,-206.0,7.282698631286621,7.0,2.0,0,0.0
4.5262932777404785,5.0,4.0,6.4042510986328125,157.0,7.282698631286621,-111.0,7.244395732879639,7.0,2.0,0,0.0
4.464153289794922,4.0,5.0,5.827406883239746,151.0,7.244395732879639,-145.0,7.204997539520264,7.0,2.0,0,0.0
4.291153430938721,4.0,4.0,5.001101016998291,138.0,7.204997539520264,-138.0,7.165599346160889,7.0,2.0,0,0.0
4.4500532150268555,4.0,4.0,4.970292568206787,85.0,7.165599346160889,-91.0,7.127296447753906,7.0,2.0,0,0.0
4.2775068283081055,4.0,4.0,4.148251533508301,45.0,7.127296447753906,-50.0,7.087998390197754,7.0,2.0,0,0.0
4.381186485290527,4.0,5.0,5.3670268058776855,127.0,7.087997913360596,-124.0,7.048599720001221,7.0,2.0,0,0.0
4.078253269195557,4.0,4.0,4.42824649810791,80.0,7.048599720001221,-81.0,7.0102972984313965,6.0,2.0,0,0.0
4.180779933929443,4.0,4.0,4.883790493011475,83.0,7.010296821594238,-69.0,6.970898628234863,6.0,2.0,0,0.0
4.245506763458252,4.0,4.0,5.2551984786987305,127.0,6.970898628234863,-127.0,6.932596206665039,6.0,2.0,0,0.0
4.113453388214111,4.0,4.0,4.619539737701416,68.0,6.932596206665039,-55.0,6.893197536468506,6.0,2.0,0,0.0
4.109413146972656,4.0,4.0,4.421169757843018,67.0,6.893197536468506,-71.0,6.8538994789123535,6.0,2.0,0,0.0
3.8853867053985596,4.0,4.0,5.903496265411377,160.0,6.8538994789123535,-114.0,6.815596580505371,6.0,2.0,0,0.0
3.7980198860168457,4.0,4.0,6.209077835083008,210.0,6.815596580505371,-166.0,6.776198387145996,6.0,2.0,0,0.0
4.116960048675537,4.0,4.0,4.727065563201904,84.0,6.776198387145996,-77.0,6.737895488739014,6.0,2.0,0,0.0
3.9579532146453857,4.0,4.0,5.404651165008545,113.0,6.737895488739014,-104.0,6.698497295379639,6.0,2.0,0,0.0
4.088526725769043,4.0,4.0,5.5647430419921875,100.0,6.698497295379639,-120.0,6.659198760986328,6.0,2.0,0,0.0
4.101980209350586,4.0,4.0,3.8874640464782715,76.0,6.659198760986328,-44.0,6.620896339416504,6.0,2.0,0,0.0
4.169633388519287,4.0,4.0,5.61646842956543,105.0,6.620896339416504,-78.0,6.581497669219971,7.0,2.0,0,0.0
4.267566680908203,4.0,4.0,6.160736083984375,148.0,6.581497669219971,-149.0,6.542099475860596,7.0,2.0,0,0.0
4.2750935554504395,4.0,4.0,5.395388603210449,93.0,6.542099475860596,-76.0,6.503796577453613,7.0,2.0,0,0.0
4.269026756286621,4.0,4.0,4.716960430145264,101.0,6.503796577453613,-110.0,6.464498519897461,7.0,2.0,0,0.0
4.125993251800537,4.0,4.0,4.796457290649414,88.0,6.464498519897461,-60.0,6.426095485687256,6.0,2.0,0,0.0
3.93696665763855,4.0,4.0,5.7191081047058105,142.0,6.426095485687256,-158.0,6.3867974281311035,6.0,2.0,0,0.0
4.309213161468506,4.0,4.0,9.297037124633789,292.0,6.3867974281311035,-282.0,6.3473992347717285,7.0,2.0,0,0.0
4.21501350402832,4.0,4.0,6.93666410446167,158.0,6.3473992347717285,-138.0,6.309096336364746,7.0,2.0,0,0.0
4.1045331954956055,4.0,4.0,6.396782875061035,150.0,6.309096336364746,-135.0,6.269698143005371,7.0,2.0,0,0.0
4.199546813964844,4.0,4.0,4.707200527191162,111.0,6.269698143005371,-97.0,6.2303996086120605,6.0,2.0,0,0.0
4.25981330871582,4.0,4.0,6.733407020568848,156.0,6.2303996086120605,-175.0,6.192096710205078,7.0,2.0,0,0.0
4.389073371887207,4.0,4.0,5.647641658782959,135.0,6.192096710205078,-137.0,6.152698516845703,7.0,2.0,0,0.0
4.400226593017578,4.0,4.0,6.349412441253662,134.0,6.152698516845703,-125.0,6.114395618438721,7.0,2.0,0,0.0
4.495813369750977,4.0,4.0,5.14813756942749,76.0,6.114395618438721,-57.0,6.074997425079346,7.0,2.0,0,0.0
4.179006576538086,4.0,4.0,5.518308162689209,133.0,6.074997425079346,-123.0,6.035699367523193,6.0,2.0,0,0.0
4.356333255767822,4.0,4.0,4.902337551116943,114.0,6.035699367523193,-112.0,5.997396469116211,7.0,2.0,0,0.0
4.544233322143555,5.0,4.0,6.980249404907227,158.0,5.997396469116211,-140.0,5.957998275756836,7.0,2.0,0,0.0
4.41727352142334,4.0,4.0,6.138101100921631,110.0,5.957998275756836,-112.0,5.918599605560303,7.0,2.0,0,0.0
4.34827995300293,4.0,4.0,5.10370397567749,79.0,5.918599605560303,-68.0,5.8802971839904785,7.0,2.0,0,0.0
4.601406574249268,5.0,4.0,6.297847270965576,152.0,5.8802971839904785,-164.0,5.840998649597168,7.0,2.0,0,0.0
4.644553184509277,5.0,5.0,7.732329845428467,248.0,5.840998649597168,-214.0,5.802596092224121,7.0,2.0,0,0.0
4.414553165435791,4.0,4.0,6.994015216827393,146.0,5.802596092224121,-160.0,5.7632975578308105,7.0,2.0,0,0.0
4.323053359985352,4.0,4.0,6.961334705352783,186.0,5.7632975578308105,-191.0,5.7238993644714355,7.0,2.0,0,0.0
4.391706466674805,4.0,4.0,7.922430038452148,176.0,5.7238993644714355,-213.0,5.685596466064453,7.0,2.0,0,0.0
4.3600335121154785,4.0,4.0,6.089260101318359,100.0,5.685596466064453,-93.0,5.646198272705078,7.0,2.0,0,0.0
4.382259845733643,4.0,4.0,4.682313442230225,84.0,5.646198272705078,-79.0,5.606899738311768,7.0,2.0,0,0.0
4.463233470916748,4.0,4.0,6.507338047027588,161.0,5.606899738311768,-117.0,5.568597316741943,7.0,2.0,0,0.0
4.424066543579102,4.0,5.0,5.7592034339904785,152.0,5.568597316741943,-116.0,5.52919864654541,7.0,2.0,0,0.0
4.262139797210693,4.0,4.0,6.339290618896484,183.0,5.52919864654541,-127.0,5.490896224975586,7.0,2.0,0,0.0
4.511753559112549,5.0,5.0,7.212129592895508,206.0,5.490896224975586,-184.0,5.451497554779053,7.0,2.0,0,0.0
4.28606653213501,4.0,4.0,5.749697685241699,127.0,5.451497554779053,-83.0,5.4121994972229,7.0,2.0,0,0.0
4.219466686248779,4.0,4.0,6.392334461212158,166.0,5.4121994972229,-127.0,5.373896598815918,7.0,2.0,0,0.0
4.380173206329346,4.0,4.0,5.728618144989014,155.0,5.373896598815918,-134.0,5.334498405456543,7.0,2.0,0,0.0
4.423293113708496,4.0,4.0,5.197763919830322,90.0,5.334498405456543,-75.0,5.2961955070495605,7.0,2.0,0,0.0
4.403313159942627,4.0,5.0,18.335681915283203,618.0,5.2961955070495605,-564.0,5.2567973136901855,7.0,2.0,0,0.0
4.662093162536621,5.0,5.0,7.212827205657959,139.0,5.2567973136901855,-124.0,5.217498779296875,7.0,2.0,0,0.0
4.771399974822998,5.0,5.0,5.480569839477539,85.0,5.217498779296875,-82.0,5.179096221923828,7.0,2.0,0,0.0
4.660293102264404,5.0,5.0,8.50798511505127,166.0,5.179096221923828,-134.0,5.139797687530518,7.0,2.0,0,0.0
4.719733238220215,5.0,5.0,6.168311595916748,99.0,5.139797687530518,-97.0,5.100399494171143,7.0,2.0,0,0.0
4.790546894073486,5.0,5.0,6.975101947784424,108.0,5.100399494171143,-96.0,5.06209659576416,7.0,2.0,0,0.0
4.868720054626465,5.0,5.0,6.76948881149292,115.0,5.06209659576416,-88.0,5.022698402404785,8.0,2.0,0,0.0
4.457146644592285,4.0,4.0,6.422946929931641,124.0,5.022698402404785,-120.0,4.984395503997803,7.0,2.0,0,0.0
4.5207133293151855,5.0,4.0,6.580982208251953,155.0,4.984395503997803,-134.0,4.94509744644165,7.0,2.0,0,0.0
4.53192663192749,5.0,5.0,6.029270172119141,122.0,4.94509744644165,-119.0,4.905699253082275,7.0,2.0,0,0.0
4.698886871337891,5.0,5.0,6.980760097503662,172.0,4.905699253082275,-139.0,4.867396354675293,7.0,2.0,0,0.0
4.811453342437744,5.0,5.0,5.266219139099121,115.0,4.867396354675293,-91.0,4.827998161315918,7.0,2.0,0,0.0
4.508193492889404,5.0,4.0,5.22824764251709,106.0,4.827998161315918,-95.0,4.788699626922607,7.0,2.0,0,0.0
4.649960041046143,5.0,5.0,59.850276947021484,1787.0,4.788699626922607,-2210.0,4.750396728515625,9.0,0.0,0,0.0
4.842646598815918,5.0,5.0,8.373284339904785,117.0,4.750396728515625,-173.0,4.71099853515625,8.0,2.0,0,0.0
4.664460182189941,5.0,5.0,6.330167293548584,94.0,4.71099853515625,-91.0,4.672695636749268,7.0,2.0,0,0.0
4.883393287658691,5.0,5.0,7.388748645782471,213.0,4.672695636749268,-219.0,4.633297443389893,7.0,2.0,0,0.0
4.775660037994385,5.0,5.0,6.310703277587891,143.0,4.633297443389893,-108.0,4.59399938583374,7.0,2.0,0,0.0
4.600406646728516,5.0,5.0,6.662179946899414,131.0,4.59399938583374,-125.0,4.555596351623535,7.0,2.0,0,0.0
